constellation,number_of_satellites,total_area_earth_km_sq,coverage_area_per_sat_sqkm,altitude_km,altitude_scenario,dl_frequency_Hz,dl_bandwidth_Hz,speed_of_light,antenna_diameter_m,antenna_efficiency,power_dBw,receiver_gain_dB,receiver_gain_scenario,earth_atmospheric_losses_dB,atmospheric_loss_scenario,all_other_losses_dB,number_of_channels,cnr_scenario,polarization,subscribers_low,subscribers_baseline,subscribers_high,fuel_mass_kg,fuel_mass_1_kg,fuel_mass_2_kg,fuel_mass_3_kg,satellite_manufacturing,satellite_launch_cost,satellite_launch_scenario,ground_station_cost,ground_station_scenario,spectrum_cost,regulation_fees,digital_infrastructure_cost,ground_station_energy,subscriber_acquisition,staff_costs,research_development,maintenance_costs,discount_rate,assessment_period_year,opex_costs,opex_scenario,capex_costs,capex_scenario
Kuiper,3236,510000000,157601.97775030902,605,Baseline,17700000000.0,250000000.0,300000000.0,0.9,0.6,30,36,High,7,Low,0.53,8,High(>13.5 dB),2,1500000,2500000,3500000,0,10000,480000,184900,400000,243672000,High,26400000.0,High,125000000,7200000,2500000,15000000,50000000,253000000,60000000,22000000,5,5,352500000,Baseline,452672000.0,High
Kuiper,3236,510000000,157601.97775030902,605,Baseline,17700000000.0,250000000.0,300000000.0,0.9,0.6,30,36,High,7,Low,0.53,8,High(>13.5 dB),2,1500000,2500000,3500000,0,10000,480000,184900,400000,243672000,High,26400000.0,High,125000000,7200000,2500000,15000000,50000000,263000000,60000000,22000000,5,5,362500000,Baseline,452672000.0,High
Kuiper,3236,510000000,157601.97775030902,605,Baseline,17700000000.0,250000000.0,300000000.0,0.9,0.6,30,36,High,7,Low,0.53,8,High(>13.5 dB),2,1500000,2500000,3500000,0,10000,480000,184900,400000,243672000,High,26400000.0,High,125000000,7200000,2500000,15000000,50000000,243000000,60000000,25000000,5,5,345500000,High,452672000.0,High
Kuiper,3236,510000000,157601.97775030902,605,Baseline,17700000000.0,250000000.0,300000000.0,0.9,0.6,30,36,High,7,Low,0.53,8,High(>13.5 dB),2,1500000,2500000,3500000,0,10000,480000,184900,400000,243672000,High,26400000.0,High,125000000,7200000,2500000,15000000,50000000,253000000,60000000,25000000,5,5,355500000,High,452672000.0,High
Kuiper,3236,510000000,157601.97775030902,605,Baseline,17700000000.0,250000000.0,300000000.0,0.9,0.6,30,36,High,7,Low,0.53,8,High(>13.5 dB),2,1500000,2500000,3500000,0,10000,480000,184900,400000,243672000,High,26400000.0,High,125000000,7200000,2500000,15000000,50000000,263000000,60000000,25000000,5,5,365500000,High,452672000.0,High
Kuiper,3236,510000000,157601.97775030902,605,Baseline,17700000000.0,250000000.0,300000000.0,0.9,0.6,30,36,High,7,Low,0.53,8,High(>13.5 dB),2,1500000,2500000,3500000,0,10000,480000,184900,400000,243672000,High,33000000.0,High,125000000,7200000,2500000,15000000,50000000,243000000,60000000,19000000,5,5,339500000,Low,459272000.0,High
Kuiper,3236,510000000,157601.97775030902,605,Baseline,17700000000.0,250000000.0,300000000.0,0.9,0.6,30,36,High,7,Low,0.53,8,High(>13.5 dB),2,1500000,2500000,3500000,0,10000,480000,184900,400000,243672000,High,33000000.0,High,125000000,7200000,2500000,15000000,50000000,253000000,60000000,19000000,5,5,349500000,Low,459272000.0,High
Kuiper,3236,510000000,157601.97775030902,605,Baseline,17700000000.0,250000000.0,300000000.0,0.9,0.6,30,36,High,7,Low,0.53,8,High(>13.5 dB),2,1500000,2500000,3500000,0,10000,480000,184900,400000,243672000,High,33000000.0,High,125000000,7200000,2500000,15000000,50000000,263000000,60000000,19000000,5,5,359500000,Low,459272000.0,High
Kuiper,3236,510000000,157601.97775030902,605,Baseline,17700000000.0,250000000.0,300000000.0,0.9,0.6,30,36,High,7,Low,0.53,8,High(>13.5 dB),2,1500000,2500000,3500000,0,10000,480000,184900,400000,243672000,High,33000000.0,High,125000000,7200000,2500000,15000000,50000000,243000000,60000000,22000000,5,5,342500000,Baseline,459272000.0,High
Kuiper,3236,510000000,157601.97775030902,605,Baseline,17700000000.0,250000000.0,300000000.0,0.9,0.6,30,36,High,7,Low,0.53,8,High(>13.5 dB),2,1500000,2500000,3500000,0,10000,480000,184900,400000,243672000,High,33000000.0,High,125000000,7200000,2500000,15000000,50000000,253000000,60000000,22000000,5,5,352500000,Baseline,459272000.0,High
Kuiper,3236,510000000,157601.97775030902,605,Baseline,17700000000.0,250000000.0,300000000.0,0.9,0.6,30,36,High,7,Low,0.53,8,High(>13.5 dB),2,1500000,2500000,3500000,0,10000,480000,184900,400000,243672000,High,33000000.0,High,125000000,7200000,2500000,15000000,50000000,263000000,60000000,22000000,5,5,362500000,Baseline,459272000.0,High
Kuiper,3236,510000000,157601.97775030902,605,Baseline,17700000000.0,250000000.0,300000000.0,0.9,0.6,30,36,High,7,Low,0.53,8,High(>13.5 dB),2,1500000,2500000,3500000,0,10000,480000,184900,400000,243672000,High,33000000.0,High,125000000,7200000,2500000,15000000,50000000,243000000,60000000,25000000,5,5,345500000,High,459272000.0,High
Kuiper,3236,510000000,157601.97775030902,605,Baseline,17700000000.0,250000000.0,300000000.0,0.9,0.6,30,36,High,7,Low,0.53,8,High(>13.5 dB),2,1500000,2500000,3500000,0,10000,480000,184900,400000,243672000,High,33000000.0,High,125000000,7200000,2500000,15000000,50000000,253000000,60000000,25000000,5,5,355500000,High,459272000.0,High
Kuiper,3236,510000000,157601.97775030902,605,Baseline,17700000000.0,250000000.0,300000000.0,0.9,0.6,30,36,High,7,Low,0.53,8,High(>13.5 dB),2,1500000,2500000,3500000,0,10000,480000,184900,400000,243672000,High,33000000.0,High,125000000,7200000,2500000,15000000,50000000,263000000,60000000,25000000,5,5,365500000,High,459272000.0,High
Kuiper,3236,510000000,157601.97775030902,605,Baseline,17700000000.0,250000000.0,300000000.0,0.9,0.6,30,36,High,7,Low,0.53,8,High(>13.5 dB),2,1500000,2500000,3500000,0,10000,480000,184900,400000,243672000,High,39600000.0,High,125000000,7200000,2500000,15000000,50000000,243000000,60000000,19000000,5,5,339500000,Low,465872000.0,High
Kuiper,3236,510000000,157601.97775030902,605,Baseline,17700000000.0,250000000.0,300000000.0,0.9,0.6,30,36,High,7,Low,0.53,8,High(>13.5 dB),2,1500000,2500000,3500000,0,10000,480000,184900,400000,243672000,High,39600000.0,High,125000000,7200000,2500000,15000000,50000000,253000000,60000000,19000000,5,5,349500000,Low,465872000.0,High
Kuiper,3236,510000000,157601.97775030902,605,Baseline,17700000000.0,250000000.0,300000000.0,0.9,0.6,30,36,High,7,Low,0.53,8,High(>13.5 dB),2,1500000,2500000,3500000,0,10000,480000,184900,400000,243672000,High,39600000.0,High,125000000,7200000,2500000,15000000,50000000,263000000,60000000,19000000,5,5,359500000,Low,465872000.0,High
Kuiper,3236,510000000,157601.97775030902,605,Baseline,17700000000.0,250000000.0,300000000.0,0.9,0.6,30,36,High,7,Low,0.53,8,High(>13.5 dB),2,1500000,2500000,3500000,0,10000,480000,184900,400000,243672000,High,39600000.0,High,125000000,7200000,2500000,15000000,50000000,243000000,60000000,22000000,5,5,342500000,Baseline,465872000.0,High
Kuiper,3236,510000000,157601.97775030902,605,Baseline,17700000000.0,250000000.0,300000000.0,0.9,0.6,30,36,High,7,Low,0.53,8,High(>13.5 dB),2,1500000,2500000,3500000,0,10000,480000,184900,400000,243672000,High,39600000.0,High,125000000,7200000,2500000,15000000,50000000,253000000,60000000,22000000,5,5,352500000,Baseline,465872000.0,High
Kuiper,3236,510000000,157601.97775030902,605,Baseline,17700000000.0,250000000.0,300000000.0,0.9,0.6,30,36,High,7,Low,0.53,8,High(>13.5 dB),2,1500000,2500000,3500000,0,10000,480000,184900,400000,243672000,High,39600000.0,High,125000000,7200000,2500000,15000000,50000000,263000000,60000000,22000000,5,5,362500000,Baseline,465872000.0,High
Kuiper,3236,510000000,157601.97775030902,605,Baseline,17700000000.0,250000000.0,300000000.0,0.9,0.6,30,36,High,7,Low,0.53,8,High(>13.5 dB),2,1500000,2500000,3500000,0,10000,480000,184900,400000,243672000,High,39600000.0,High,125000000,7200000,2500000,15000000,50000000,243000000,60000000,25000000,5,5,345500000,High,465872000.0,High
Kuiper,3236,510000000,157601.97775030902,605,Baseline,17700000000.0,250000000.0,300000000.0,0.9,0.6,30,36,High,7,Low,0.53,8,High(>13.5 dB),2,1500000,2500000,3500000,0,10000,480000,184900,400000,243672000,High,39600000.0,High,125000000,7200000,2500000,15000000,50000000,253000000,60000000,25000000,5,5,355500000,High,465872000.0,High
Kuiper,3236,510000000,157601.97775030902,605,Baseline,17700000000.0,250000000.0,300000000.0,0.9,0.6,30,36,High,7,Low,0.53,8,High(>13.5 dB),2,1500000,2500000,3500000,0,10000,480000,184900,400000,243672000,High,39600000.0,High,125000000,7200000,2500000,15000000,50000000,263000000,60000000,25000000,5,5,365500000,High,465872000.0,High
Kuiper,3236,510000000,157601.97775030902,605,Baseline,17700000000.0,250000000.0,300000000.0,0.9,0.6,30,36,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,1500000,2500000,3500000,0,10000,480000,184900,400000,116328000,Low,26400000.0,Low,125000000,7200000,2500000,15000000,50000000,243000000,60000000,19000000,5,5,339500000,Low,325328000.0,Low
Kuiper,3236,510000000,157601.97775030902,605,Baseline,17700000000.0,250000000.0,300000000.0,0.9,0.6,30,36,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,1500000,2500000,3500000,0,10000,480000,184900,400000,116328000,Low,26400000.0,Low,125000000,7200000,2500000,15000000,50000000,253000000,60000000,19000000,5,5,349500000,Low,325328000.0,Low
Kuiper,3236,510000000,157601.97775030902,605,Baseline,17700000000.0,250000000.0,300000000.0,0.9,0.6,30,36,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,1500000,2500000,3500000,0,10000,480000,184900,400000,116328000,Low,26400000.0,Low,125000000,7200000,2500000,15000000,50000000,263000000,60000000,19000000,5,5,359500000,Low,325328000.0,Low
Kuiper,3236,510000000,157601.97775030902,605,Baseline,17700000000.0,250000000.0,300000000.0,0.9,0.6,30,36,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,1500000,2500000,3500000,0,10000,480000,184900,400000,116328000,Low,26400000.0,Low,125000000,7200000,2500000,15000000,50000000,243000000,60000000,22000000,5,5,342500000,Baseline,325328000.0,Low
Kuiper,3236,510000000,157601.97775030902,605,Baseline,17700000000.0,250000000.0,300000000.0,0.9,0.6,30,36,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,1500000,2500000,3500000,0,10000,480000,184900,400000,116328000,Low,26400000.0,Low,125000000,7200000,2500000,15000000,50000000,253000000,60000000,22000000,5,5,352500000,Baseline,325328000.0,Low
Kuiper,3236,510000000,157601.97775030902,605,Baseline,17700000000.0,250000000.0,300000000.0,0.9,0.6,30,36,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,1500000,2500000,3500000,0,10000,480000,184900,400000,116328000,Low,26400000.0,Low,125000000,7200000,2500000,15000000,50000000,263000000,60000000,22000000,5,5,362500000,Baseline,325328000.0,Low
Kuiper,3236,510000000,157601.97775030902,605,Baseline,17700000000.0,250000000.0,300000000.0,0.9,0.6,30,36,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,1500000,2500000,3500000,0,10000,480000,184900,400000,116328000,Low,26400000.0,Low,125000000,7200000,2500000,15000000,50000000,243000000,60000000,25000000,5,5,345500000,High,325328000.0,Low
Kuiper,3236,510000000,157601.97775030902,605,Baseline,17700000000.0,250000000.0,300000000.0,0.9,0.6,30,36,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,1500000,2500000,3500000,0,10000,480000,184900,400000,116328000,Low,26400000.0,Low,125000000,7200000,2500000,15000000,50000000,253000000,60000000,25000000,5,5,355500000,High,325328000.0,Low
Kuiper,3236,510000000,157601.97775030902,605,Baseline,17700000000.0,250000000.0,300000000.0,0.9,0.6,30,36,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,1500000,2500000,3500000,0,10000,480000,184900,400000,116328000,Low,26400000.0,Low,125000000,7200000,2500000,15000000,50000000,263000000,60000000,25000000,5,5,365500000,High,325328000.0,Low
Kuiper,3236,510000000,157601.97775030902,605,Baseline,17700000000.0,250000000.0,300000000.0,0.9,0.6,30,36,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,1500000,2500000,3500000,0,10000,480000,184900,400000,116328000,High,33000000.0,High,125000000,7200000,2500000,15000000,50000000,243000000,60000000,19000000,5,5,339500000,Low,331928000.0,High
Kuiper,3236,510000000,157601.97775030902,605,Baseline,17700000000.0,250000000.0,300000000.0,0.9,0.6,30,36,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,1500000,2500000,3500000,0,10000,480000,184900,400000,116328000,High,33000000.0,High,125000000,7200000,2500000,15000000,50000000,253000000,60000000,19000000,5,5,349500000,Low,331928000.0,High
Kuiper,3236,510000000,157601.97775030902,605,Baseline,17700000000.0,250000000.0,300000000.0,0.9,0.6,30,36,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,1500000,2500000,3500000,0,10000,480000,184900,400000,116328000,High,33000000.0,High,125000000,7200000,2500000,15000000,50000000,263000000,60000000,19000000,5,5,359500000,Low,331928000.0,High
Kuiper,3236,510000000,157601.97775030902,605,Baseline,17700000000.0,250000000.0,300000000.0,0.9,0.6,30,36,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,1500000,2500000,3500000,0,10000,480000,184900,400000,116328000,High,33000000.0,High,125000000,7200000,2500000,15000000,50000000,243000000,60000000,22000000,5,5,342500000,Baseline,331928000.0,High
Kuiper,3236,510000000,157601.97775030902,605,Baseline,17700000000.0,250000000.0,300000000.0,0.9,0.6,30,36,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,1500000,2500000,3500000,0,10000,480000,184900,400000,116328000,High,33000000.0,High,125000000,7200000,2500000,15000000,50000000,253000000,60000000,22000000,5,5,352500000,Baseline,331928000.0,High
Kuiper,3236,510000000,157601.97775030902,605,Baseline,17700000000.0,250000000.0,300000000.0,0.9,0.6,30,36,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,1500000,2500000,3500000,0,10000,480000,184900,400000,116328000,High,33000000.0,High,125000000,7200000,2500000,15000000,50000000,263000000,60000000,22000000,5,5,362500000,Baseline,331928000.0,High
Kuiper,3236,510000000,157601.97775030902,605,Baseline,17700000000.0,250000000.0,300000000.0,0.9,0.6,30,36,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,1500000,2500000,3500000,0,10000,480000,184900,400000,116328000,High,33000000.0,High,125000000,7200000,2500000,15000000,50000000,243000000,60000000,25000000,5,5,345500000,High,331928000.0,High
Kuiper,3236,510000000,157601.97775030902,605,Baseline,17700000000.0,250000000.0,300000000.0,0.9,0.6,30,36,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,1500000,2500000,3500000,0,10000,480000,184900,400000,116328000,High,33000000.0,High,125000000,7200000,2500000,15000000,50000000,253000000,60000000,25000000,5,5,355500000,High,331928000.0,High
Kuiper,3236,510000000,157601.97775030902,605,Baseline,17700000000.0,250000000.0,300000000.0,0.9,0.6,30,36,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,1500000,2500000,3500000,0,10000,480000,184900,400000,116328000,High,33000000.0,High,125000000,7200000,2500000,15000000,50000000,263000000,60000000,25000000,5,5,365500000,High,331928000.0,High
Kuiper,3236,510000000,157601.97775030902,605,Baseline,17700000000.0,250000000.0,300000000.0,0.9,0.6,30,36,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,1500000,2500000,3500000,0,10000,480000,184900,400000,116328000,High,39600000.0,High,125000000,7200000,2500000,15000000,50000000,243000000,60000000,19000000,5,5,339500000,Low,338528000.0,High
Kuiper,3236,510000000,157601.97775030902,605,Baseline,17700000000.0,250000000.0,300000000.0,0.9,0.6,30,36,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,1500000,2500000,3500000,0,10000,480000,184900,400000,116328000,High,39600000.0,High,125000000,7200000,2500000,15000000,50000000,253000000,60000000,19000000,5,5,349500000,Low,338528000.0,High
Kuiper,3236,510000000,157601.97775030902,605,Baseline,17700000000.0,250000000.0,300000000.0,0.9,0.6,30,36,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,1500000,2500000,3500000,0,10000,480000,184900,400000,116328000,High,39600000.0,High,125000000,7200000,2500000,15000000,50000000,263000000,60000000,19000000,5,5,359500000,Low,338528000.0,High
Kuiper,3236,510000000,157601.97775030902,605,Baseline,17700000000.0,250000000.0,300000000.0,0.9,0.6,30,36,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,1500000,2500000,3500000,0,10000,480000,184900,400000,116328000,High,39600000.0,High,125000000,7200000,2500000,15000000,50000000,243000000,60000000,22000000,5,5,342500000,Baseline,338528000.0,High
Kuiper,3236,510000000,157601.97775030902,605,Baseline,17700000000.0,250000000.0,300000000.0,0.9,0.6,30,36,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,1500000,2500000,3500000,0,10000,480000,184900,400000,116328000,High,39600000.0,High,125000000,7200000,2500000,15000000,50000000,253000000,60000000,22000000,5,5,352500000,Baseline,338528000.0,High
Kuiper,3236,510000000,157601.97775030902,605,Baseline,17700000000.0,250000000.0,300000000.0,0.9,0.6,30,36,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,1500000,2500000,3500000,0,10000,480000,184900,400000,116328000,High,39600000.0,High,125000000,7200000,2500000,15000000,50000000,263000000,60000000,22000000,5,5,362500000,Baseline,338528000.0,High
Kuiper,3236,510000000,157601.97775030902,605,Baseline,17700000000.0,250000000.0,300000000.0,0.9,0.6,30,36,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,1500000,2500000,3500000,0,10000,480000,184900,400000,116328000,High,39600000.0,High,125000000,7200000,2500000,15000000,50000000,243000000,60000000,25000000,5,5,345500000,High,338528000.0,High
Kuiper,3236,510000000,157601.97775030902,605,Baseline,17700000000.0,250000000.0,300000000.0,0.9,0.6,30,36,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,1500000,2500000,3500000,0,10000,480000,184900,400000,116328000,High,39600000.0,High,125000000,7200000,2500000,15000000,50000000,253000000,60000000,25000000,5,5,355500000,High,338528000.0,High
Kuiper,3236,510000000,157601.97775030902,605,Baseline,17700000000.0,250000000.0,300000000.0,0.9,0.6,30,36,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,1500000,2500000,3500000,0,10000,480000,184900,400000,116328000,High,39600000.0,High,125000000,7200000,2500000,15000000,50000000,263000000,60000000,25000000,5,5,365500000,High,338528000.0,High
Kuiper,3236,510000000,157601.97775030902,605,Baseline,17700000000.0,250000000.0,300000000.0,0.9,0.6,30,36,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,1500000,2500000,3500000,0,10000,480000,184900,400000,180000000,High,26400000.0,High,125000000,7200000,2500000,15000000,50000000,243000000,60000000,19000000,5,5,339500000,Low,389000000.0,High
Kuiper,3236,510000000,157601.97775030902,605,Baseline,17700000000.0,250000000.0,300000000.0,0.9,0.6,30,36,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,1500000,2500000,3500000,0,10000,480000,184900,400000,180000000,High,26400000.0,High,125000000,7200000,2500000,15000000,50000000,253000000,60000000,19000000,5,5,349500000,Low,389000000.0,High
Kuiper,3236,510000000,157601.97775030902,605,Baseline,17700000000.0,250000000.0,300000000.0,0.9,0.6,30,36,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,1500000,2500000,3500000,0,10000,480000,184900,400000,180000000,High,26400000.0,High,125000000,7200000,2500000,15000000,50000000,263000000,60000000,19000000,5,5,359500000,Low,389000000.0,High
Kuiper,3236,510000000,157601.97775030902,605,Baseline,17700000000.0,250000000.0,300000000.0,0.9,0.6,30,36,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,1500000,2500000,3500000,0,10000,480000,184900,400000,180000000,High,26400000.0,High,125000000,7200000,2500000,15000000,50000000,243000000,60000000,22000000,5,5,342500000,Baseline,389000000.0,High
Kuiper,3236,510000000,157601.97775030902,605,Baseline,17700000000.0,250000000.0,300000000.0,0.9,0.6,30,36,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,1500000,2500000,3500000,0,10000,480000,184900,400000,180000000,High,26400000.0,High,125000000,7200000,2500000,15000000,50000000,253000000,60000000,22000000,5,5,352500000,Baseline,389000000.0,High
Kuiper,3236,510000000,157601.97775030902,605,Baseline,17700000000.0,250000000.0,300000000.0,0.9,0.6,30,36,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,1500000,2500000,3500000,0,10000,480000,184900,400000,180000000,High,26400000.0,High,125000000,7200000,2500000,15000000,50000000,263000000,60000000,22000000,5,5,362500000,Baseline,389000000.0,High
Kuiper,3236,510000000,157601.97775030902,605,Baseline,17700000000.0,250000000.0,300000000.0,0.9,0.6,30,36,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,1500000,2500000,3500000,0,10000,480000,184900,400000,180000000,High,26400000.0,High,125000000,7200000,2500000,15000000,50000000,243000000,60000000,25000000,5,5,345500000,High,389000000.0,High
